代码,名称,板块类型,板块名称,行业代码,行业名称
002395,,行业分类,申万行业,220504,未知行业
002581,,行业分类,申万行业,370304,医药生物
603499,,行业分类,申万行业,360205,医药生物
603496,,行业分类,申万行业,710103,公用事业
002462,,行业分类,申万行业,370402,医药生物
002447,,行业分类,申万行业,720401,公用事业
002503,,行业分类,申万行业,350209,医药生物
002450,,行业分类,申万行业,220505,未知行业
603330,,行业分类,申万行业,220501,未知行业
603326,,行业分类,申万行业,360308,医药生物
002496,,行业分类,申万行业,220803,商业贸易
002495,,行业分类,申万行业,340901,医药生物
002494,,行业分类,申万行业,350209,医药生物
002464,,行业分类,申万行业,720401,公用事业
603189,,行业分类,申万行业,710401,公用事业
002489,,行业分类,申万行业,360307,医药生物
603288,,行业分类,申万行业,340901,医药生物
603313,,行业分类,申万行业,360307,医药生物
002470,,行业分类,申万行业,220805,商业贸易
603299,,行业分类,申万行业,220203,未知行业
603309,,行业分类,申万行业,370503,医药生物
603301,,行业分类,申万行业,370503,医药生物
002476,,行业分类,申万行业,750303,公用事业
002473,,行业分类,申万行业,330301,医药生物
002505,,行业分类,申万行业,110704,未知行业
603232,,行业分类,申万行业,710401,公用事业
002512,,行业分类,申万行业,710103,公用事业
002418,,行业分类,申万行业,330601,医药生物
002420,,行业分类,申万行业,330601,医药生物
002538,,行业分类,申万行业,220805,商业贸易
603389,,行业分类,申万行业,360307,医药生物
603196,,行业分类,申万行业,350209,医药生物
603385,,行业分类,申万行业,360309,医药生物
603208,,行业分类,申万行业,360308,医药生物
603368,,行业分类,申万行业,370402,医药生物
603367,,行业分类,申万行业,370102,医药生物
603366,,行业分类,申万行业,330402,医药生物
002522,,行业分类,申万行业,220505,未知行业
603357,,行业分类,申万行业,620601,化工
603221,,行业分类,申万行业,360306,医药生物
603222,,行业分类,申万行业,370503,医药生物
603226,,行业分类,申万行业,360306,医药生物
002513,,行业分类,申万行业,220803,商业贸易
603555,,行业分类,申万行业,350208,医药生物
002374,,行业分类,申万行业,360203,医药生物
002776,,行业分类,申万行业,350209,医药生物
002699,,行业分类,申万行业,720601,公用事业
601956,,行业分类,申万行业,330601,医药生物
002305,,行业分类,申万行业,430102,机械设备
603707,,行业分类,申万行业,370102,医药生物
002714,,行业分类,申万行业,110702,未知行业
603703,,行业分类,申万行业,270302,未知行业
002711,,行业分类,申万行业,420802,机械设备
603696,,行业分类,申万行业,340901,医药生物
002311,,行业分类,申万行业,110403,未知行业
002702,,行业分类,申万行业,340406,医药生物
603687,,行业分类,申万行业,360205,医药生物
603709,,行业分类,申万行业,360307,医药生物
603683,,行业分类,申万行业,220317,未知行业
603682,,行业分类,申万行业,450304,机械设备
603681,,行业分类,申万行业,220317,未知行业
603677,,行业分类,申万行业,330601,医药生物
002687,,行业分类,申万行业,350209,医药生物
601997,,行业分类,申万行业,480401,机械设备
603665,,行业分类,申万行业,350205,医药生物
002721,,行业分类,申万行业,350301,医药生物
002748,,行业分类,申万行业,220202,未知行业
002771,,行业分类,申万行业,710301,公用事业
002770,,行业分类,申万行业,340702,医药生物
601838,,行业分类,申万行业,480401,机械设备
002762,,行业分类,申万行业,350209,医药生物
002285,,行业分类,申万行业,430302,机械设备
603733,,行业分类,申万行业,360103,医药生物
002752,,行业分类,申万行业,360203,医药生物
002751,,行业分类,申万行业,460803,机械设备
002290,,行业分类,申万行业,330601,医药生物
002749,,行业分类,申万行业,220803,商业贸易
603726,,行业分类,申万行业,330601,医药生物
002304,,行业分类,申万行业,340501,医药生物
002740,,行业分类,申万行业,350301,医药生物
002735,,行业分类,申万行业,360204,医药生物
002732,,行业分类,申万行业,340702,医药生物
002731,,行业分类,申万行业,350301,医药生物
603716,,行业分类,申万行业,370402,医药生物
002299,,行业分类,申万行业,110703,未知行业
002727,,行业分类,申万行业,370403,医药生物
002723,,行业分类,申万行业,330501,医药生物
603663,,行业分类,申万行业,220203,未知行业
002348,,行业分类,申万行业,360502,医药生物
002646,,行业分类,申万行业,340501,医药生物
603610,,行业分类,申万行业,360307,医药生物
603607,,行业分类,申万行业,360206,医药生物
002640,,行业分类,申万行业,450602,机械设备
603058,,行业分类,申万行业,360205,医药生物
603060,,行业分类,申万行业,460802,机械设备
002626,,行业分类,申万行业,340407,医药生物
603590,,行业分类,申万行业,370304,医药生物
603585,,行业分类,申万行业,220803,商业贸易
002615,,行业分类,申万行业,360311,医药生物
603578,,行业分类,申万行业,330601,医药生物
603087,,行业分类,申万行业,370304,医药生物
002650,,行业分类,申万行业,340901,医药生物
